จังหวัด,เขตเลือกตั้งที่,ตำบล,อำเภอ,หน่วยเลือกตั้งที่,หมู่ที่,จำนวนผู้มีสิทธิเลือกตั้ง,จำนวนผู้มาแสดงตน,จำนวนบัตรที่ได้รับจัดสรร,จำนวนบัตรที่ใช้,จำนวนบัตรดี,จำนวนบัตรเสีย,จำนวนบัตรที่ไม่เลือกผู้สมัคร,จำนวนบัตรคงเหลือ,หมายเลข,ชื่อสกุล,พรรค,คะแนน
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,6,4,594,453,580,453,419,9,25,127,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,199
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,21
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,60
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,4,นายเจริญ ชินวงศ์,กล้าธรรม,11
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,5,นายจรยุทธ มาศบำรุง,ประชาชน,41
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,6
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,7,นายปัญโน หวานนุรักษ์,พลวัต,3
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,7,5,592,392,580,392,344,20,28,188,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,233
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,7
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,65
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,4,นายเจริญ ชินวงศ์,กล้าธรรม,10
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,5,นายจรยุทธ มาศบำรุง,ประชาชน,34
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,7,นายปัญโน หวานนุรักษ์,พลวัต,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,8,5,565,393,560,393,353,11,29,167,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,248
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,9
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,50
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,4,นายเจริญ ชินวงศ์,กล้าธรรม,10
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,5,นายจรยุทธ มาศบำรุง,ประชาชน,51
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,3
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,7,นายปัญโน หวานนุรักษ์,พลวัต,2
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลไชยมนตรี,เมือง,9,5,597,417,580,417,375,15,27,163,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,0
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,187
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,19
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,85
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,4,นายเจริญ ชินวงศ์,กล้าธรรม,20
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,5,นายจรยุทธ มาศบำรุง,ประชาชน,51
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,6,นางวิไลลักษณ์ คชพันธ์,เพื่อไทย,8
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,7,นายปัญโน หวานนุรักษ์,พลวัต,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,8,นายทศพร แซ่ซิ้น,เศรษฐกิจ,5
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,9,นายสิทธิพงศ์ ชูวงศ์,สังคมประชาธิปไตยไทย,1
นครศรีธรรมราช,2,ตำบลท่าเรือ,เมือง,24,15,671,453,660,453,381,20,52,207,10,นายนพดล กาญจนรักษ์,ไทยก้าวใหม่,4
นครศรีธรรมราช,2,ตำบลคลองกระบือ,ปากพนัง,1,1,108,60,120,60,58,2,0,60,1,นางสาวนันทวัน วิเชียร,ภูมิใจไทย,23
นครศรีธรรมราช,2,ตำบลคลองกระบือ,ปากพนัง,1,1,108,60,120,60,58,2,0,60,2,นายนนทิวรรธน์ นนทภักดิ์,รวมไทยสร้างชาติ,2
นครศรีธรรมราช,2,ตำบลคลองกระบือ,ปากพนัง,1,1,108,60,120,60,58,2,0,60,3,นายเชาวน์วัศ เสนพงศ์,ประชาธิปัตย์,27
